,match_id,Season_Year,Team1,Team2,City_Name,Toss_Winner,Toss_Name,Win_Type,match_winner
244,501273.0,2011.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0
245,501274.0,2011.0,7.0,1.0,4.0,7.0,1.0,1.0,7.0
246,501275.0,2011.0,2.0,7.0,8.0,7.0,1.0,0.0,2.0
247,501276.0,2011.0,3.0,2.0,8.0,3.0,0.0,0.0,3.0
248,548311.0,2012.0,3.0,7.0,8.0,7.0,1.0,1.0,7.0
249,548312.0,2012.0,1.0,6.0,5.0,6.0,1.0,1.0,6.0
250,548313.0,2012.0,7.0,10.0,4.0,7.0,1.0,0.0,10.0
251,548314.0,2012.0,5.0,4.0,6.0,4.0,1.0,0.0,5.0
252,548315.0,2012.0,2.0,6.0,1.0,6.0,1.0,0.0,2.0
253,548316.0,2012.0,8.0,3.0,23.0,8.0,1.0,0.0,3.0
254,548317.0,2012.0,5.0,1.0,6.0,1.0,1.0,0.0,5.0
255,548318.0,2012.0,10.0,4.0,24.0,10.0,0.0,0.0,10.0
256,548319.0,2012.0,8.0,7.0,23.0,8.0,0.0,1.0,7.0
257,548320.0,2012.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0
258,548321.0,2012.0,6.0,3.0,3.0,6.0,1.0,1.0,6.0
259,548322.0,2012.0,7.0,5.0,4.0,5.0,1.0,0.0,7.0
260,548323.0,2012.0,3.0,2.0,8.0,2.0,0.0,1.0,3.0
261,548324.0,2012.0,4.0,10.0,2.0,4.0,1.0,1.0,4.0
262,548325.0,2012.0,1.0,5.0,5.0,5.0,0.0,1.0,1.0
263,548326.0,2012.0,6.0,8.0,3.0,8.0,0.0,1.0,6.0
264,548327.0,2012.0,10.0,3.0,24.0,3.0,0.0,1.0,10.0
265,548328.0,2012.0,1.0,4.0,5.0,1.0,1.0,0.0,4.0
266,548329.0,2012.0,2.0,5.0,1.0,5.0,0.0,0.0,5.0
267,548330.0,2012.0,7.0,6.0,4.0,6.0,1.0,1.0,6.0
268,548331.0,2012.0,5.0,8.0,6.0,8.0,0.0,1.0,5.0
269,548332.0,2012.0,2.0,10.0,1.0,10.0,0.0,1.0,2.0
270,548333.0,2012.0,4.0,1.0,2.0,4.0,0.0,1.0,1.0
271,548334.0,2012.0,8.0,6.0,7.0,8.0,0.0,1.0,6.0
272,548335.0,2012.0,3.0,10.0,8.0,10.0,1.0,0.0,3.0
273,548336.0,2012.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0
274,548337.0,2012.0,3.0,5.0,8.0,5.0,0.0,1.0,3.0
275,548338.0,2012.0,6.0,10.0,3.0,6.0,1.0,0.0,10.0
276,548339.0,2012.0,7.0,4.0,4.0,7.0,0.0,1.0,4.0
277,548340.0,2012.0,8.0,1.0,18.0,1.0,1.0,1.0,1.0
278,548341.0,2012.0,5.0,2.0,6.0,5.0,1.0,0.0,2.0
279,548342.0,2012.0,10.0,6.0,24.0,10.0,0.0,1.0,6.0
280,548344.0,2012.0,4.0,7.0,2.0,4.0,0.0,1.0,7.0
281,548346.0,2012.0,10.0,8.0,24.0,8.0,0.0,0.0,8.0
282,548347.0,2012.0,6.0,7.0,3.0,7.0,1.0,0.0,6.0
283,548348.0,2012.0,3.0,4.0,8.0,4.0,0.0,0.0,4.0
284,548349.0,2012.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0
285,548350.0,2012.0,6.0,5.0,3.0,6.0,0.0,0.0,6.0
286,548351.0,2012.0,7.0,8.0,4.0,7.0,1.0,1.0,7.0
287,548352.0,2012.0,3.0,1.0,8.0,3.0,0.0,1.0,1.0
